Player,Team,POS,FPTS_STD,FPTS_PPR,FPTS_HPPR,ADP_STD,ADP_PPR,ADP_HPPR,RUSH_ATT,RUSH_YDS,RUSH_TDS,REC,REC_YDS,REC_TDS,FUM_LOST,QB_ATT,QB_CMP,QB_YDS,QB_TDS,QB_INTS,K_FG,K_FGA,K_XPT,DST_SACK,DST_INT,DST_FR,DST_FF,DST_TD,DST_SAFETY,DST_PA,DST_YDS_AGN,ESPN_ID,NFLREADPY_ID,HEADSHOT
Nathan Carter,ATL,RB103,7.6,9.6,8.6,,465,,9.3,39.1,0.3,2.1,14.2,0.1,0.1,,,,,,,,,,,,,,,,,,,
Nick Nash,WAS,WR150,3.5,6.5,5,,481.5,,0,0,0,3,35,0,0,,,,,,,,,,,,,,,,,4570242,00-0040551,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ygbtjkrm5ie8xginvuaq"
Nick Vannett,LAR,TE105,1,2,1.5,,,,0,0,0,1,10,0,0,,,,,,,,,,,,,,,,,2576399,00-0032394,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/srrlkx2mydsb8gfco6fp"
Nick Westbrook-Ikhine,IND,WR72,64.7,96,80.3,,308.5,,0,1.3,0,31.3,427.2,3.7,0.1,,,,,,,,,,,,,,,,,3929785,00-0036182,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/plgwfjcbl5quoi2jrass"
Nico Collins,HOU,WR4,184.5,276.7,230.6,11.5,13.2,11.3,0,1.6,0,92.2,1315.2,9,0.5,,,,,,,,,,,,,,,,,4258173,00-0036554,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/osmqyvmib3pssxi6cyic"
Nikko Remigio,KC,WR170,0.7,1.2,0.9,,450.5,,0,0,0,0.5,6.5,0,0,,,,,,,,,,,,,,,,,4372716,00-0038519,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tsvjshclrrbqv9mrbyj9"
Nikola Kalinic,CHI,TE115,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4916349,00-0037031,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fyvri4pofkob6yclq4kz"
Noah Fant,NO,TE30,52.7,89.9,71.3,274,318.7,366,0,0,0,37.2,381,2.4,0.1,,,,,,,,,,,,,,,,,4036131,00-0035644,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s4idwk38z6bin9lnnw9f"
Noah Gray,KC,TE31,47.3,77.4,62.3,285.5,267,315,0,0.5,0,30.1,307.9,2.8,0.1,,,,,,,,,,,,,,,,,4240472,00-0036637,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yugngcrdfxh0nwzl4zwp"
Olamide Zaccheaus,ATL,WR109,23.5,38.5,31,236,349.7,236,1.1,6,0,15,165.4,1.1,0.1,,,,,,,,,,,,,,,,,3917914,00-0035208,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ucpai2odeunecbe6o1dj"
Ollie Gordon II,MIA,RB53,71.6,84,77.8,192.5,161.2,141,96.7,410.2,3.4,12.4,94.9,0.5,1.1,,,,,,,,,,,,,,,,,4711533,00-0040198,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bv33rgypaauv7sealwkr"
Omarion Hampton,LAC,RB16,182.8,218,200.4,32.5,35.8,30.3,225.5,985.6,8.7,35.2,273,1.5,2.1,,,,,,,,,,,,,,,,,4685382,00-0040666,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ck7xcbwuka7wu2zwhssk"
Oronde Gadsden II,LAC,TE43,28.8,47.9,38.4,283,406.3,347,0,0,0,19.1,195.5,1.6,0.1,,,,,,,,,,,,,,,,,4595342,00-0040189,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r8b4oghjwhw8x9nv1wbs"
Parker Washington,JAX,WR107,26,43.6,34.8,,370.5,,0,5.7,0,17.6,186.9,1.2,0.1,,,,,,,,,,,,,,,,,4432620,00-0038606,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqgxayp6nrrpvwonksdm"
Pat Bryant,DEN,WR78,59.8,94,76.9,223.5,286.3,239,0,0,0,34.2,416.6,3.1,0.1,,,,,,,,,,,,,,,,,4600981,00-0040134,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ljo1rgbaewlzsf7tvavm"
Pat Freiermuth,PIT,TE25,67.4,118.3,92.8,200.5,203.6,206.7,0,0,0,50.9,488.4,3.4,0.9,,,,,,,,,,,,,,,,,4361411,00-0036894,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vmwioi77upc9hqwaskfa"
Patrick Ricard,NYG,RB104,7.4,10.8,9.1,,404,,4.1,11.5,0.1,3.4,27.3,0.5,0,,,,,,,,,,,,,,,,,2975417,00-0033376,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l5nzsaigpp87jl5h5mtc"
Payne Durham,TB,TE54,19.3,31.2,25.2,,509,,0,0,0,11.9,116.6,1.3,0,,,,,,,,,,,,,,,,,4372505,00-0039050,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijjyd8bvvkjttepqv82u"
Phil Mafah,DAL,RB100,10.3,11.8,11,,599.5,,0,61.5,0.5,1.5,11,0,0,,,,,,,,,,,,,,,,,4431562,00-0040021,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k1njpmidvzsbe9tithio"
Pierre Strong Jr.,GB,RB117,2,3,2.5,,512,,0,12.5,0,1,7.5,0,0,,,,,,,,,,,,,,,,,,,
Princeton Fant,DAL,TE121,0,0,0,,719,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4242442,00-0038735,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dh67wj7xhek86nhyucig"
Puka Nacua,LAR,WR6,184.1,287.8,235.9,12,11.3,14,10.7,61.4,0.6,103.8,1347.7,6.8,0.6,,,,,,,,,,,,,,,,,4426515,00-0039075,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvi4hdm6fywcekfe7ceb"
Quentin Johnston,LAC,WR68,69.8,104.2,87,221.5,234.6,259,1.7,7.3,0,34.4,452,4.1,0.4,,,,,,,,,,,,,,,,,4429025,00-0038544,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bpzdpin1xp1kjxmbkq6d"
Quinshon Judkins,CLE,RB39,96.1,117.8,107,95,121.3,107.3,127,543.7,3.6,21.7,168.3,0.9,1.2,,,,,,,,,,,,,,,,,4685702,00-0040784,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc"
Quintin Morris,JAX,TE106,1,2,1.5,,825,,0,0,0,1,10,0,0,,,,,,,,,,,,,,,,,4244049,00-0036590,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lvmccekmoj82dzw00xcl"
RJ Harvey,DEN,RB25,152,187.3,169.6,54,60.8,53,192.4,827.7,5.8,35.3,269.9,1.7,1.3,,,,,,,,,,,,,,,,,4568490,00-0040730,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i1qxzydetb2orrynzvzk"
Rachaad White,WAS,RB40,95.3,131,113.2,129.5,145.5,154.7,104.6,420.7,2.7,35.7,269.8,2.1,1.3,,,,,,,,,,,,,,,,,4697815,00-0037256,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sxugbms8ketvgmilnlu3"
Raheem Mostert,LV,RB60,56.1,72.5,64.3,255.5,228.4,239.5,77.2,278.3,2.4,16.3,121,0.6,0.8,,,,,,,,,,,,,,,,,2576414,00-0031687,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fas5rkweusx2hl7abtzh"
Raheim Sanders,CLE,RB102,9.8,11.3,10.5,,491,,14,56,0.5,1.5,11.5,0,0,,,,,,,,,,,,,,,,,4601080,00-0040466,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkty8m7iqcjjfmrxhfub"
Rashee Rice,KC,WR49,104.9,166.9,135.9,61.5,71.2,72.7,0.8,4.1,0,61.9,733.1,5.4,0.6,,,,,,,,,,,,,,,,,4428331,00-0039067,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iy0uidp9wokc6a7u8lwq"
Rasheen Ali,BAL,RB108,5.1,6.5,5.8,,438,,5.2,33.4,0.1,1.4,10.2,0.1,0,,,,,,,,,,,,,,,,,4690013,00-0039796,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwjrkzu3ia3cfrwgotqt"
Rashid Shaheed,SEA,WR40,115.4,170.9,143.2,138.5,145.5,144,8,46.7,0.1,55.5,840.5,4.7,1.2,,,,,,,,,,,,,,,,,4032473,00-0037545,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ynsy489xqmiwt5q9whty"
Rashod Bateman,BAL,WR48,106.2,153.9,130,172.5,172.2,180,0,0.6,0,47.7,714.7,5.8,0.1,,,,,,,,,,,,,,,,,4360939,00-0036550,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gtktmsfcxc1eijwpwzyq"
Ray Davis,BUF,RB47,85.2,97.7,91.5,143,173.7,156.7,114.6,485.6,3.7,12.4,105.6,1,0.8,,,,,,,,,,,,,,,,,4429501,00-0039875,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pm9llppbueodtjjj9u8l"
Reggie Gilliam,NE,RB126,0,0,0,,560.5,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4039505,00-0036187,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nizwldzesen1vg31inu1"
Rhamondre Stevenson,NE,RB35,113.2,141,127.1,108,114.2,118,153,620.8,5,27.8,176.8,1.1,1.5,,,,,,,,,,,,,,,,,4569173,00-0036875,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ed09migntlyy8ntgvcu1"
Ricky Pearsall,SF,WR34,124.2,187.6,155.9,83.5,87.5,79.3,7,54,0.3,63.4,851.5,5.5,0.6,,,,,,,,,,,,,,,,,4428209,00-0039916,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ko3lwlcfkxaykcspt4nw"
Rico Dowdle,PIT,RB50,76,98.3,87.2,140,189,169.7,93.1,416.2,2.4,22.4,151.8,1.1,0.8,,,,,,,,,,,,,,,,,4038815,00-0036139,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cvnrzndsiaojvvxz8vo5"
Robbie Ouzts,SEA,TE40,33,58.5,45.8,,489,,0,0,0,25.5,247.9,1.5,0.5,,,,,,,,,,,,,,,,,,,
Roman Wilson,PIT,WR85,53.1,83.4,68.2,254,308.3,273.5,0,0,0,30.3,378.5,2.6,0.1,,,,,,,,,,,,,,,,,4431492,00-0039739,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kcwymznjg9q8n8i7f4rc"
Rome Odunze,CHI,WR33,124.7,193.2,158.9,79.5,81.3,78.3,1.3,8,0,68.5,917.7,5.6,0.9,,,,,,,,,,,,,,,,,4431299,00-0039919,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yqjdhpsno75du0n72u4w"
Romeo Doubs,NE,WR60,84.5,131.4,107.9,190.5,203.7,200,0,0.5,0,46.9,598.2,4.3,0.5,,,,,,,,,,,,,,,,,4361432,00-0037816,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ov2llp1bfetznmngqybi"
Ronnie Rivers,LAR,RB122,1.1,2.1,1.6,,687,,0,4,0,1,7,0,0,,,,,,,,,,,,,,,,,4243003,00-0037557,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ykza0uhrd73htnmjwbrk"
Roschon Johnson,CHI,RB55,67.6,82.5,75.1,198.5,237.4,226.5,86.7,300.8,4.2,14.9,98.1,0.4,0.1,,,,,,,,,,,,,,,,,4426386,00-0039021,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gxzw5kntjivjixre9whh"
Ryan Flournoy,DAL,WR125,11.6,19.3,15.5,,741,,0,0,0,7.7,83.6,0.6,0.1,,,,,,,,,,,,,,,,,5083754,00-0039410,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqwq3cgpqu7j9hzoyicx"
Ryan Miller,NYG,WR163,1.4,2.1,1.8,,538,,0,0,0,0.8,9.7,0.1,0,,,,,,,,,,,,,,,,,4369466,00-0038824,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lakkaed2btx1ndkqj2pt"
Sam LaPorta,DET,TE4,119.5,189.4,154.4,58.5,53.2,53.7,0,0,0,69.9,785.3,7,0.4,,,,,,,,,,,,,,,,,4430027,00-0039065,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qfcy3taaoage00rrl0cc"
Samaje Perine,CIN,RB66,48.4,66.8,57.6,292,376.5,292,49.5,201.6,1.3,18.4,161.8,0.9,0.7,,,,,,,,,,,,,,,,,3116389,00-0033526,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ur3jv6biq0pefkrgpzty"
Saquon Barkley,PHI,RB1,278.2,321.5,299.9,3,3.7,3.3,336.4,1683.6,11.1,43.2,331.1,2.2,1.4,,,,,,,,,,,,,,,,,3929630,00-0034844,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ern1nbhivkmwkg82c7v1"
Savion Williams,GB,WR120,16,23.6,19.8,,510,,4.5,19.5,0.1,7.6,89.3,0.8,0,,,,,,,,,,,,,,,,,4431487,00-0040009,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fkhkv59ojmqixfxkzmno"
Scott Matlock,LAC,DT1,1.9,4,2.9,,244,,0,0,0,2.2,14.7,0.1,0,,,,,,,,,,,,,,,,,4373684,00-0038614,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cuk2ssb69ywuhputouz8"
Sean McKeon,IND,TE112,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4036275,00-0036032,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vtkdheedmwcb2sjunayt"
Sean Tucker,TB,RB78,36.3,41.6,38.9,253,284.7,253,45.2,232.1,1.4,5.3,41,0.4,0.7,,,,,,,,,,,,,,,,,4430871,00-0038951,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zyzp7e2gos47ebzur9gi"
Sione Vaki,DET,RB124,0.8,1.3,1.1,,445,,0,4.5,0,0.5,3.5,0,0,,,,,,,,,,,,,,,,,4912274,00-0039364,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jfy4vewdyadb6n1xj2ao"
Skyy Moore,GB,WR134,8.9,14.3,11.6,,417,,0,0,0,5.4,66.1,0.4,0,,,,,,,,,,,,,,,,,4430191,00-0038090,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fadcpretmhczwjq8ovae"
Stephen Carlson,CHI,TE111,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3948283,00-0035039,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bemwxcsmifolkdnv1uir"
Stone Smartt,PHI,TE66,13.6,22.5,18,,688,,0,0,0,8.9,96.3,0.8,0.3,,,,,,,,,,,,,,,,,4250764,00-0037475,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdmnvrjgz8cqnxjtukzd"
T.J. Hockenson,MIN,TE7,102.7,175.3,139,68,63.5,66.3,0,0,0,72.6,762.5,4.6,0.5,,,,,,,,,,,,,,,,,4036133,00-0035229,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rs8o65x0u0n9xzde0fd6"
Tahj Brooks,CIN,RB64,51.8,64.2,58,237.5,267.2,220.5,66.1,266.1,2.1,12.4,103.6,0.7,1,,,,,,,,,,,,,,,,,4429299,00-0040208,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wi7smnfts8t04wnd0n3p"
Tahj Washington,MIA,WR177,0,0,0,,594,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4567506,00-0039884,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/homslu3sftjfqqnrcmt5"
Tai Felton,MIN,WR118,17.8,27.9,22.9,,423.5,,0,1.7,0,10.1,118.2,1,0,,,,,,,,,,,,,,,,,4565185,00-0040154,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j7vkt74xeefchpraibnx"
Tank Bigsby,PHI,RB38,98.3,109,103.7,118.5,135.2,111.3,150.5,618.7,5,10.6,76.9,0.2,1.1,,,,,,,,,,,,,,,,,4429013,00-0038555,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nin8aexyipca7g7u7f4a"
Tank Dell,HOU,WR165,1.2,2.2,1.7,,324,,0,0,0,1,12,0,0,,,,,,,,,,,,,,,,,4366031,00-0038977,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ykyiamjbjkjklnnttisw"
Tanner Conner,NYG,TE73,10.8,19.4,15.1,,498,,0,0,0,8.6,69.1,0.7,0,,,,,,,,,,,,,,,,,4047422,00-0037348,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndhpqkxblrd3vcbcfadw"
Tanner Hudson,CIN,TE99,3.6,6.5,5,,483,,0,0,0,2.9,26.5,0.2,0,,,,,,,,,,,,,,,,,3050481,00-0034613,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xe86peg3bxumjzfmtait"
Tanner McLachlan,LAC,TE122,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4384171,00-0039399,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zhhaaiwvhj84sw3bacps"
Teagan Quitoriano,ARI,TE67,13.4,19.8,16.6,,836,,0,0,0,6.4,99.5,0.6,0,,,,,,,,,,,,,,,,,4374045,00-0037277,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ecx86iiwr69wkwupjvzk"
Tee Higgins,CIN,WR13,161.4,247.6,204.5,34,31.3,32.7,0,0,0,86.2,1096.1,8.9,0.9,,,,,,,,,,,,,,,,,4239993,00-0036410,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flr9f8oqigbyroeaubxb"
Terrance Ferguson,LAR,TE39,34.1,57.1,45.6,206,301.3,280,0,0,0,23,235.4,1.9,0.4,,,,,,,,,,,,,,,,,4570037,00-0040737,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/usa23ax8dratptvikr9a"
Terrell Jennings,NE,RB105,6.7,10.5,8.6,,468,,4.8,20.1,0.1,3.8,29.1,0.2,0,,,,,,,,,,,,,,,,,4427600,00-0039757,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iddgabjbju6ye5s9mmjg"
Terry McLaurin,WAS,WR14,160.4,244.7,202.6,36,39.3,40,1.1,4.8,0,84.3,1122,8.2,0.9,,,,,,,,,,,,,,,,,3121422,00-0035659,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wokz1etv1wj1vhbmvxgs"
Tetairoa McMillan,CAR,WR26,141.8,222.5,182.1,56,58.7,58.3,0.5,7.6,0,80.7,1047.5,6.4,1.2,,,,,,,,,,,,,,,,,4685472,00-0040124,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hokqp6gl5xujtlqwecg8"
Tez Johnson,TB,WR140,6.3,10.3,8.3,,346.3,,0,0,0,4,49.4,0.2,0,,,,,,,,,,,,,,,,,4608810,00-0040237,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zjtu1bcayjh9qunkxs9z"
Theo Johnson,NYG,TE26,67.3,113.8,90.6,245,279.3,282.5,0,0,0,46.5,507.7,2.8,0.1,,,,,,,,,,,,,,,,,4429148,00-0039847,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/naoiheinxogchairenzf"
Thomas Fidone II,NYG,TE83,8.2,13.7,11,,520,,0,0,0,5.5,52,0.5,0,,,,,,,,,,,,,,,,,4590292,00-0040225,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbaqpkcxcfwh9dhzescy"
Tip Reiman,ARI,TE79,8.5,15.1,11.8,,754,,0,0,0,6.6,60.3,0.4,0,,,,,,,,,,,,,,,,,4696700,00-0039737,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ep1rsbi0visivscxnezd"
Tommy Tremble,CAR,TE44,27.9,47.2,37.5,,463.3,,0,0,0,19.3,184.6,1.7,0.4,,,,,,,,,,,,,,,,,4372780,00-0037005,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j0atbeflgj05pldxfon6"
Tony Pollard,TEN,RB20,171.6,214.5,193,63.5,65.2,57.7,251.4,1050.8,5.9,42.9,275,0.9,1,,,,,,,,,,,,,,,,,3916148,00-0035261,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dvpdczetkdhrqpm8izmd"
Tory Horton,SEA,WR76,62.1,98.8,80.4,245.5,301.4,221.5,1,8,0,36.8,485.5,2.5,1,,,,,,,,,,,,,,,,,4597703,00-0040648,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vpgs86vlcp3gejw6tget"
Travis Etienne Jr.,NO,RB36,112.3,149.2,130.8,89.5,98.8,92.3,140.2,573.1,3.8,36.9,272.9,1.1,0.8,,,,,,,,,,,,,,,,,,,
Travis Homer,PIT,RB99,11.2,14.5,12.8,,488.5,,19.5,63.5,0.3,3.3,24.9,0.1,0,,,,,,,,,,,,,,,,,4037457,00-0035594,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dyyclvfaagspov2ydf3i"
Travis Hunter,JAX,WR32,126.2,197.8,162,69.5,69.8,71.7,3.8,21.7,0.1,71.6,928,5.4,0.8,,,,,,,,,,,,,,,,,,,
Travis Kelce,KC,TE6,107.7,188.9,148.3,70,62.5,62,0,0.5,0,81.3,776.3,5.3,0.9,,,,,,,,,,,,,,,,,15847,00-0030506,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebc5j60djpinc9elvlc5"
Tre Harris,LAC,WR67,73.7,114.3,94,152.5,170.3,173,0.7,3.8,0,40.6,542.4,3.4,0.7,,,,,,,,,,,,,,,,,4686612,00-0040727,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfjekjvrfpbmskmuwoz9"
Tre Tucker,LV,WR84,53.9,82.3,68.1,308,294.5,308,5.6,31.6,0.3,28.4,359.4,2.1,0.1,,,,,,,,,,,,,,,,,4428718,00-0038563,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fsx05ats4azj8mus03d4"
TreVeyon Henderson,NE,RB21,170.3,206.8,188.6,49.5,44.7,45.7,222.7,968.6,6.3,36.6,284.3,1.8,1.7,,,,,,,,,,,,,,,,,4432710,00-0040734,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cfcux3dnfmbmz3qzrnco"
Trent Sherfield Sr.,BUF,WR139,7.3,11.7,9.5,,542.5,,0,0,0,4.4,52.8,0.4,0,,,,,,,,,,,,,,,,,,,
Trevor Etienne,CAR,RB75,38.7,49.5,44.1,263,276.8,293.5,48.3,192.8,1.5,10.8,87.7,0.4,0.4,,,,,,,,,,,,,,,,,4685350,00-0040644,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/futkvr4juiazofhntj0p"
Trey Benson,ARI,RB42,94.9,111.4,103.2,138,156.5,147,129.4,581.4,3.8,16.5,125.8,0.5,0.9,,,,,,,,,,,,,,,,,4429275,00-0039921,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x2bxb0fd54ffwwdu5scz"
Trey McBride,ARI,TE3,139.3,243.2,191.2,25.5,28,27.7,0,1.5,0,103.9,1051,5.8,0.5,,,,,,,,,,,,,,,,,4361307,00-0037744,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vd7av3vdfs6q7ncjogac"
Trey Palmer,NO,WR131,9.8,16.4,13.1,,516.5,,0,2,0,6.6,76.9,0.3,0,,,,,,,,,,,,,,,,,4426407,00-0039052,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ptc6qdhbltadeencvb9r"
Treylon Burks,WAS,WR174,0,0,0,,582.5,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4567156,00-0037742,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dkgspszcaouw7lkpjmio"
Troy Franklin,DEN,WR74,63.5,98.1,80.8,275,285,249,1.1,6.1,0,34.6,434.2,3.3,0.1,,,,,,,,,,,,,,,,,4431280,00-0039868,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/belpdlyoda8cmzbvjkqh"
Tucker Kraft,GB,TE9,92.6,148,120.3,108,110.5,96,0,0,0,55.5,653.6,4.8,0.8,,,,,,,,,,,,,,,,,4572680,00-0038996,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yr6nj1zqaqg6nbdnxu3q"
Tutu Atwell,MIA,WR71,66.4,106.3,86.4,290,315.3,,4.3,20.2,0.1,39.9,507.9,2.2,0.1,,,,,,,,,,,,,,,,,4360797,00-0036849,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/twlslcaa7c2wblveaafu"
Ty Chandler,NO,RB94,17.8,22.7,20.3,,393.3,,19.3,97.3,0.7,4.9,34.4,0.1,0,,,,,,,,,,,,,,,,,4242431,00-0037276,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i3urodji7vrb11n4pl06"
Ty Johnson,BUF,RB65,51.4,66.5,58.9,302,305.7,302,45.2,206,0.9,15.1,165.3,1.5,0.1,,,,,,,,,,,,,,,,,3915411,00-0035537,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hmnzcfm56ojey6myomjg"
Tyjae Spears,TEN,RB51,74.9,103.3,89.1,133,183.8,167,83.1,335.3,2.5,28.4,212,1,0.5,,,,,,,,,,,,,,,,,4428557,00-0039032,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fc7vhbtw80einad9hsfu"
Tylan Wallace,CLE,WR121,14.1,20.9,17.5,,434.5,,0,1.7,0,6.8,87.5,0.9,0,,,,,,,,,,,,,,,,,4241424,00-0036630,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rifnnpeub6okv41offnd"
Tyler Allgeier,ARI,RB46,86.4,100.2,93.3,151,169.2,167.3,121.3,555.1,3.3,13.8,102.1,0.4,0.8,,,,,,,,,,,,,,,,,4373626,00-0037263,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/buwaomfsz4y6orgb0cyg"
Tyler Badie,DEN,RB119,1.4,1.9,1.7,,434,,0,10.5,0,0.5,3.5,0,0,,,,,,,,,,,,,,,,,4362748,00-0037085,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ger5eiktec0vzmrxjnaw"
Tyler Conklin,DET,TE32,45.9,79.5,62.7,279,306,326,0,0,0,33.5,324.6,2.3,0,,,,,,,,,,,,,,,,,3915486,00-0034270,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knjuzxnzsfjxwcjxp5en"
Tyler Goodson,ATL,RB80,30.5,36.2,33.3,,456,,52.6,180.9,1.1,5.7,37.8,0.4,0,,,,,,,,,,,,,,,,,4429676,00-0037120,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fvuevf0apxtfjwdj7l0e"
Tyler Higbee,LAR,TE27,64.2,109.3,86.8,298,302,300.5,0,0,0,45.2,423.9,3.7,0.1,,,,,,,,,,,,,,,,,2573401,00-0033110,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x1d4osiefibd04df6gow"
Tyler Lockett,LV,WR63,77,126.2,101.6,249,242,260,0,0,0,49.2,570.3,3.4,0.1,,,,,,,,,,,,,,,,,2577327,00-0032211,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gyhvviyep9iigeaobxmi"
Tyler Scott,LAR,WR159,2.7,4.7,3.7,,,,0,5,0,2,22,0,0,,,,,,,,,,,,,,,,,4565908,00-0038941,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k6g5zzfxtkvu21okobss"
